Dealer_Code,Dealer_Name,dealer_district,dealer_taluka,dealer_type,population,taluka_population,CS,Region,dealer_status,market_potential,Apr_2223_sales,May_2223_sales,Jun_2223_sales,Jul_2223_sales,Aug_2223_sales,Sep_2223_sales,Oct_2223_sales,Nov_2223_sales,Dec_2223_sales,Jan_2223_sales,Feb_2223_sales,Mar_2223_sales,Apr_2324_sales,May_2324_sales,Jun_2324_sales,Jul_2324_sales,Aug_2324_sales,Sep_2324_sales,Oct_2324_sales,Nov_2324_sales,Dec_2324_sales,Jan_2324_sales,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2425_sales,Mar_2425_sales,Apr_2223_Target,May_2223_Target,Jun_2223_Target,Jul_2223_Target,Aug_2223_Target,Sep_2223_Target,Oct_2223_Target,Nov_2223_Target,Dec_2223_Target,Jan_2223_Target,Feb_2223_Target,Mar_2223_Target,Apr_2324_Target,May_2324_Target,Jun_2324_Target,Jul_2324_Target,Aug_2324_Target,Sep_2324_Target,Oct_2324_Target,Nov_2324_Target,Dec_2324_Target,Jan_2324_Target,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Feb_2425_Target,Mar_2425_Target,Apr_2223_counter,May_2223_counter,Jun_2223_counter,Jul_2223_counter,Aug_2223_counter,Sep_2223_counter,Oct_2223_counter,Nov_2223_counter,Dec_2223_counter,Jan_2223_counter,Feb_2223_counter,Mar_2223_counter,Apr_2324_counter,May_2324_counter,Jun_2324_counter,Jul_2324_counter,Aug_2324_counter,Sep_2324_counter,Oct_2324_counter,Nov_2324_counter,Dec_2324_counter,Jan_2324_counter,Feb_2324_counter,Mar_2324_counter
SIPA282,SHOAIB STEELS,Anantapur,GOOTY,Non-Exclusive,6321948.0,88887.0,65.10000000000001,AP,Active,231.0,48.0,45.0,50.0,56.0,50.0,50.0,44.0,61.0,59.0,56.0,52.0,50.0,50.0,52.0,62.0,51.0,51.0,40.0,52.0,50.0,56.0,25.0,29.0,24.0,50.08,29.1,26.27,20.14,18.16,46.08,51.75,23.68,21.52,19.879999999999995,26.84,24.84,45.0,40.0,45.0,45.0,50.0,50.0,40.0,61.0,61.0,61.0,61.0,50.0,55.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,65.0,55.0,50.0,40.0,45.0,50.0,45.0,40.0,50.0,50.0,50.0,50.0,50.0,30.0,40.0,40.0,77.24314117,63.18909073,55.28664017,44.5973587,71.38421631,1.0,43.47817993,71.00169373,60.05644989,51.96223831,56.26261139,78.70294189,87.0,109.0,110.0,101.0,106.0,106.0,104.0,101.0,84.0,100.0,51.0,62.0
SIPA285,,Guntur,KOLLURU,Non-Exclusive,6629265.0,2158.0,0.0,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20.26460075,10.27089977,10.95351982,11.65275955,10.0,1.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA286,,Kurnool,KOLAKUNTLA,Non-Exclusive,6203936.0,,0.0,,,,22.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,10.0,12.77888012,1.0,15.01019001,19.86245918,25.80755043,17.97123909,24.99220085,28.41444969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA287,SAI KEERTHI ENTERPRISES,Krishna,BANTUMILLI ,Non-Exclusive,6097627.0,53237.0,33.6,AP,Active,105.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,13.0,0.0,13.0,12.0,14.0,0.0,0.0,12.0,0.0,12.0,12.0,11.0,25.0,13.0,13.0,0.0,11.0,12.64,12.37,0.0,0.0,13.21,11.83,11.28,12.16,0.0,0.0,11.99,0.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.19692993,6.139999866,6.071839809,7.718359947,11.80543995,1.0,6.160580158,5.974279881,8.227999687,11.22883987,13.59403992,27.96139908,31.0,19.0,22.0,17.0,26.0,25.0,35.0,34.0,16.0,19.0,20.0,32.0
SIPA288,,Kurnool,Pattikonda,Non-Exclusive,6203936.0,98304.0,0.0,,,73.5,17.0,16.0,16.0,13.0,18.0,0.0,15.0,0.0,16.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,35.0,15.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,39.94539261,28.80801964,32.81018066,31.56949997,25.6161499,1.0,20.61426926,13.55663967,22.63900948,20.83703995,17.91647911,17.75448036,22.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA289,Sri Surya Cement & Steels,Srikakulam,Sompeta,Non-Exclusive,4798722.0,78908.0,21.0,AP,Inactive,52.5,0.0,15.0,0.0,15.0,13.0,0.0,7.0,10.0,20.0,5.0,4.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,30.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21755981,1.510560036,2.976300001,2.23980999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
SIPA290,Sai Steels,Kurnool,Adhoni,Non-Exclusive,6203936.0,102942.0,57.75,AP,Active,262.5,26.0,25.0,26.0,25.0,15.0,11.0,0.0,12.0,29.0,0.0,15.0,22.0,0.0,17.0,25.0,25.0,50.0,25.0,13.0,25.0,0.0,0.0,14.0,22.0,0.0,54.45,0.0,29.77,0.0,25.380000000000003,0.0,0.0,0.0,0.0,0.0,,25.0,25.0,25.0,25.0,25.0,25.0,40.0,32.0,32.0,32.0,32.0,25.0,30.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,25.0,24.0,24.0,25.0,25.0,35.0,35.0,35.0,0.0,0.0,0.0,33.44923019,3.592560053,30.76704025,12.03143978,12.84887981,1.0,8.922459602,23.3465004,13.75582981,11.67780018,6.623020172,42.34257889,47.0,32.0,47.0,63.0,63.0,46.0,49.0,30.0,39.0,59.0,30.0,55.0
SIPA291,HSN Cement and Steels,Chittoor,Kalikiri,Non-Exclusive,6588204.0,61794.0,36.75,AP,Active,115.5,24.0,22.0,21.0,22.0,23.0,0.0,20.0,25.0,27.0,0.0,19.0,20.0,26.0,25.0,25.0,0.0,25.0,24.0,25.0,25.0,30.0,30.0,0.0,30.0,0.0,24.43,0.0,0.0,25.37,0.0,24.88,0.0,10.14,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,28.0,28.0,28.0,28.0,55.0,25.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,24.0,20.0,20.0,20.0,121.6911469,76.54177094,100.9748306,92.95955658,75.86673737,1.0,78.77752686,82.39009857,37.32884979,38.08879852,55.008461,58.25450134,36.0,54.0,51.0,37.0,32.0,51.0,36.0,35.0,43.0,44.0,52.0,35.0
SIPA292,,Guntur,Guntur,Non-Exclusive,6629265.0,131781.0,0.0,,,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,51.13835907,2.360630035,1.208160043,0.748669982,0.68712002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA296,,East Godavari,Venkataypalem,Non-Exclusive,8274560.0,,21.0,,,,24.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,33.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20.0,20.0,12.0,12.0,12.0,12.0,12.0,27.0,27.0,27.0,27.0,27.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,28.62183952,2.190360069,3.009190083,1.181759953,0.0,1.0,0.703199983,0.503400028,34.73976135,2.126039982,1.485299945,100.4412994,101.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
SIPA300,Sri Venkateswara Fertilizers,Chittoor,Pichatoor,Non-Exclusive,6588204.0,36144.0,19.95,AP,Active,78.75,26.0,20.0,40.0,35.0,25.0,25.0,26.0,25.0,25.0,24.0,25.0,24.0,26.0,20.0,25.0,0.0,25.0,24.0,0.0,31.0,25.0,0.0,0.0,0.0,26.32,11.9,0.0,0.0,20.11,0.0,0.0,19.75,0.0,19.12,24.520000000000003,0.0,15.0,20.0,15.0,25.0,25.0,25.0,25.0,35.0,35.0,35.0,35.0,25.0,25.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,30.0,30.0,25.0,15.0,20.0,20.0,25.0,20.0,20.0,20.0,20.0,20.0,24.0,12.0,12.0,12.0,70.83485413,26.62298012,28.09518051,21.24517059,44.46141052,1.0,25.29974937,27.62101936,25.2139492,34.3222084,19.45317078,41.98669815,41.0,22.0,47.0,21.0,21.0,43.0,21.0,19.0,29.0,22.0,25.0,19.0
SIPA302,Sesha Sai Traders,West Godavari,Tadepalligudem,Non-Exclusive,6422436.0,88256.0,63.0,AP,Active,210.0,12.0,25.0,34.0,25.0,14.0,25.0,0.0,25.0,8.0,13.0,14.0,17.0,13.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.46,3.39,3.73,15.24,11.88,12.74,13.25,12.06,15.249999999999998,15.07,12.399999999999999,22.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.0,24.0,15.0,15.0,15.0,15.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,11.667,12.0,12.0,18.8375,19.07579041,53.25056839,20.60816956,14.64272022,3.953000069,1.0,14.80282974,0.0,4.686600208,0.0,2.903000116,223.1834412,220.0,70.0,61.0,60.0,63.0,60.0,60.0,60.0,60.0,60.0,64.0,60.0
SIPA306,,Anantapur,Narpala,Non-Exclusive,6321948.0,73955.0,0.0,,,,0.0,11.0,13.0,12.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.638819933,13.33763981,12.98208046,24.07349968,4.72258997,1.0,18.26742935,8.995120049,1.995479941,0.51918,0.459120005,0.459120005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA307,,East Godavari,Tallarevu,Non-Exclusive,8274560.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.004459977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA308,Mahalakshmi Steel Enterprises,West Godavari,Narsapuram,Non-Exclusive,6422436.0,,49.35,AP,Active,472.5,22.0,0.0,31.0,21.0,16.0,0.0,0.0,12.0,13.0,4.0,11.0,0.0,12.0,0.0,0.0,12.0,25.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.89,24.94,0.0,14.22,17.55,20.12,0.0,15.7,0.0,31.78,15.329999999999998,27.730000000000004,20.0,20.0,20.0,15.0,15.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,20.0,20.0,12.0,12.0,20.0,15.0,20.0,10.0,10.0,10.0,10.0,15.0,12.0,15.0,19.162499999999998,40.3047905,5.195519924,3.288419962,10.63854027,6.68903017,1.0,7.063739777,18.59325981,15.0156002,13.95977974,1.03895998,123.7424393,122.0,43.0,40.0,55.0,69.0,44.0,44.0,44.0,42.0,40.0,64.0,47.0
SIPA309,Basha Agencies,Nellore,Naidupeta,Non-Exclusive,4538626.0,79648.0,50.400000000000006,AP,Active,262.5,53.0,47.0,50.0,53.0,50.0,61.0,51.0,51.0,0.0,31.0,39.0,49.0,0.0,52.0,51.0,51.0,51.0,11.0,54.0,45.0,0.0,30.0,40.0,40.0,0.0,25.87,41.31,0.0,55.78,0.0,0.0,22.5,33.81999999999999,23.58,40.45,102.08,50.0,50.0,50.0,50.0,50.0,50.0,50.0,65.0,65.0,60.0,60.0,81.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,40.0,30.0,30.0,30.0,40.0,40.0,45.0,45.0,50.0,35.0,40.0,20.0,20.0,50.5625,63.03564072,65.12789154,32.17036057,34.50251007,86.8497467,1.0,54.00682068,64.35800171,6.705369949,3.147840023,3.358890057,94.40882874,57.0,64.0,136.0,82.0,53.0,95.0,41.0,35.0,36.0,35.0,41.0,48.0
SIPA310,SRI VENKATA SAI STEELS,Prakasam,Kandukur,Non-Exclusive,5954328.0,,85.05,AP,Active,168.0,26.0,0.0,25.0,20.0,20.0,18.0,25.0,6.0,12.0,24.0,12.0,35.0,12.0,13.0,37.0,24.0,27.0,37.0,25.0,13.0,37.0,18.0,12.0,41.0,62.91,9.41,0.0,12.130000000000004,26.739999999999988,32.41,24.04,20.06,24.92000000000001,10.41,27.53,35.43000000000001,17.0,17.0,17.0,17.0,17.0,17.0,20.0,25.0,25.0,20.0,20.0,20.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,20.0,20.0,24.0,24.0,24.0,30.0,30.0,20.0,20.0,24.0,24.0,20.0,20.0,63.92594147,12.02945042,20.95203972,42.98001862,10.10099983,1.0,5.848800182,15.08574009,2.066279888,6.080959797,40.1330986,31.41297913,54.0,35.0,58.0,47.0,28.0,30.0,45.0,24.0,25.0,24.0,27.0,81.0
SIPA311,,East Godavari,Mandapeta,Non-Exclusive,8274560.0,79046.0,31.5,,,367.5,29.0,31.0,43.0,25.0,26.0,5.0,0.0,33.0,36.0,10.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,29.0,30.0,30.0,20.0,20.0,20.0,20.0,28.0,28.0,28.0,28.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,35.42541885,9.045189857,11.89272022,0.463440001,29.13875961,1.0,8.038439751,2.80279994,21.5237999,23.5262394,0.332500011,141.7959747,100.0,36.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
SIPA312,,Anantapur,Uravakonda,Non-Exclusive,6321948.0,80201.0,8.4,,,,12.0,12.0,0.0,15.0,14.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,17.0,17.0,17.0,17.0,12.0,12.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,55.76074982,16.31448936,10.89589024,14.37370014,2.555639982,1.0,10.47268009,10.12714005,6.191110134,1.934630036,1.880570054,16.9422493,9.0,20.0,18.0,15.0,26.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
SIPA313,,Anantapur,GUNTAKAL,Non-Exclusive,6321948.0,45385.0,0.0,,,,24.0,21.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,25.0,25.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,76.19258881,9.75041008,25.63413048,20.46376991,3.201359987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA314,Vali Enterprises,Kurnool,Bethamcherla,Non-Exclusive,6203936.0,88726.0,5.25,AP,Inactive,105.0,12.0,0.0,14.0,9.0,14.0,12.0,0.0,7.0,0.0,11.0,13.0,12.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,16.0,16.0,16.0,16.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52025986,3.701030016,8.453300476,3.488280058,9.714050293,1.0,3.132380009,6.095620155,5.459109783,5.088479996,10.91110039,12.06239986,29.0,11.0,24.0,9.0,10.0,11.0,5.0,5.0,6.0,5.0,5.0,5.0
SIPA315,Vemuri Steels,Krishna,Tiruvuru,Non-Exclusive,6097627.0,76731.0,40.95,AP,Active,147.0,7.0,20.0,21.0,23.0,28.0,21.0,0.0,0.0,11.0,0.0,12.0,13.0,23.0,13.0,20.0,23.0,20.0,12.0,0.0,21.0,0.0,0.0,12.0,16.0,40.22,12.170000000000002,12.77,0.0,14.19,15.78,0.0,21.630000000000003,0.0,0.0,32.169999999999995,0.0,30.0,30.0,30.0,30.0,25.0,20.0,20.0,20.0,20.0,20.0,20.0,38.0,20.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,12.0,15.0,12.0,20.0,20.0,12.0,15.0,15.0,20.0,10.0,20.0,15.0,15.0,15.0,41.67694855,35.68682861,51.48550034,9.621839523,24.99161911,1.0,0.17351,0.395660013,2.832550049,0.208560005,0.047400001,8.641180038,24.0,32.0,59.0,40.0,34.0,28.0,22.0,23.0,38.0,20.0,22.0,39.0
SIPA316,Sri Uma Maheswara Cement Traders,Kurnool,Peapully,Non-Exclusive,6203936.0,,5.25,AP,Inactive,42.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,0.0,6.0,8.0,13.0,0.0,13.0,15.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,10.0,10.0,12.0,12.0,12.0,12.0,17.0,17.0,17.0,17.0,12.0,12.0,15.0,15.0,15.0,15.0,12.0,12.0,12.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51714039,10.19684029,12.21557999,13.91287041,11.30471992,1.0,13.40592003,9.818710327,4.631639957,3.72239995,8.968130112,18.24865913,10.0,9.0,20.0,13.0,7.0,7.0,9.0,8.0,7.0,5.0,5.0,5.0
SIPA317,CHALLA VENKATA SUBBAIAH AND COMPANY,Krishna,Krishna,Exclusive,6097627.0,,23.1,AP,Active,2100.0,31.0,31.0,28.0,10.0,32.0,11.0,51.0,11.0,48.0,26.0,22.0,0.0,0.0,33.0,12.0,13.0,12.0,27.0,20.0,4.0,10.0,13.0,12.0,0.0,0.0,12.78,11.9,0.0,14.139999999999995,0.0,13.31,12.37,12.309999999999995,0.0,13.27,0.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,48.0,48.0,40.0,40.0,40.0,30.0,24.0,24.0,24.0,24.0,24.0,20.0,20.0,25.0,25.0,25.0,12.0,12.0,12.0,24.0,24.0,15.0,15.0,10.0,10.0,12.0,12.0,12.0,12.0,47.38143921,49.3094902,31.1685009,17.0,25.28997993,1.0,38.62136078,13.05294037,33.05884171,16.62883949,18.26343918,22.56946945,32.0,37.0,48.0,26.0,33.0,33.0,29.0,31.0,27.0,24.0,33.0,22.0
SIPA318,URUKUNDU ERANNA SWAMY AGENCIES,Kurnool,PATTIKONDA,Non-Exclusive,6203936.0,98304.0,21.0,AP,Active,73.5,15.0,6.0,20.0,32.0,13.0,13.0,25.0,13.0,12.0,23.0,15.0,23.0,22.0,37.0,26.0,25.0,24.0,0.0,11.0,0.0,25.0,20.0,0.0,17.0,15.04,0.0,25.4,0.0,0.0,7.83,23.590000000000003,0.0,0.0,19.7,0.0,15.200000000000001,15.0,12.0,12.0,12.0,12.0,12.0,12.0,23.0,23.0,23.0,23.0,15.0,15.0,18.0,25.0,25.0,25.0,25.0,25.0,25.0,30.0,30.0,20.0,15.0,15.0,20.0,25.0,25.0,22.0,22.0,20.0,20.0,20.0,10.0,15.0,15.0,29.57266045,9.989560127,24.28441048,24.68519974,17.20684052,1.0,15.62232018,14.17698002,12.8702898,29.98163986,10.83619022,34.94335938,48.0,53.0,55.0,46.0,50.0,30.0,24.0,25.0,25.0,29.0,22.0,20.0
SIPA319,Gayatri Steels,East Godavari,Samarlakota,Non-Exclusive,8274560.0,,114.45,AP,Active,420.0,71.0,48.0,60.0,51.0,0.0,51.0,30.0,22.0,72.0,6.0,37.0,30.0,10.0,43.0,29.0,0.0,40.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,33.220000000000006,37.5,12.62,15.560000000000002,29.8,36.19,28.31000000000001,25.61,60.11,29.7,89.52000000000001,35.26,60.0,65.0,60.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,40.0,40.0,40.0,40.0,30.0,30.0,50.0,60.0,60.0,25.0,25.0,25.0,20.0,30.0,30.0,30.0,111.9,102.089798,73.00948334,56.69264984,41.90726089,25.59511948,1.0,15.57281017,30.64979935,24.91180038,57.41324997,23.98547935,137.6306763,136.0,110.0,82.0,92.0,71.0,85.0,90.0,79.0,125.0,90.0,106.0,109.0
SIPA320,VANAMA APPANNA & SONS IRON COMPANY,Guntur,Guntur,Non-Exclusive,6629265.0,131781.0,60.900000000000006,AP,Active,1260.0,32.0,32.0,0.0,18.0,12.0,12.0,16.0,15.0,0.0,14.0,12.0,13.0,27.0,16.0,32.0,21.0,33.0,25.0,53.0,12.0,17.0,14.0,14.0,26.0,30.5,11.55,0.0,13.29,25.0,0.0,12.5,12.17,11.8,12.98,15.309999999999999,13.969999999999999,18.0,20.0,17.0,20.0,12.0,12.0,15.0,34.0,34.0,15.0,15.0,15.0,18.0,22.0,22.0,22.0,22.0,25.0,25.0,25.0,30.0,30.0,25.0,25.0,25.0,25.0,30.0,30.0,30.0,30.0,35.0,20.0,24.0,15.0,15.0,19.1375,40.26142883,10.96088028,4.949769974,15.4265604,40.02513885,1.0,26.68856049,16.45433044,0.0,1.090489984,0.0,30.0,32.0,59.0,107.0,77.0,64.0,83.0,91.0,53.0,90.0,69.0,63.0,58.0
SIPA321,LALITHA SAI TRADERS,Prakasam,Parchur,Non-Exclusive,5954328.0,68043.0,37.8,AP,Active,105.0,24.0,12.0,34.0,13.0,12.0,13.0,32.0,14.0,13.0,39.0,55.0,52.0,13.0,40.0,37.0,25.0,36.0,12.0,0.0,21.0,0.0,7.0,0.0,16.0,7.68,10.24,0.0,8.95,20.58,25.270000000000003,20.08,19.81,20.5,15.000000000000004,21.540000000000006,11.369999999999997,20.0,20.0,20.0,20.0,20.0,12.0,12.0,26.0,26.0,17.0,17.0,30.0,20.0,24.0,35.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,24.0,24.0,20.0,24.0,39.057621,14.9513998,30.88330078,6.597959995,13.90289974,1.0,32.45709991,5.759819984,10.53948021,40.74787903,26.24099922,106.1150436,35.0,61.0,74.0,61.0,53.0,43.0,34.0,37.0,49.0,31.0,40.0,36.0
SIPA322,,Krishna,VIJAYAWADA,Non-Exclusive,6097627.0,141039.0,0.0,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,39.07160187,1.160760045,2.244719982,1.085340023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA323,SREE AKSHAY BUILDING NEEDS,Anantapur,GUNTAKAL,Non-Exclusive,6321948.0,45385.0,4.2,AP,Active,178.5,23.0,25.0,14.0,26.0,25.0,22.0,22.0,26.0,26.0,24.0,27.0,29.0,30.0,32.0,0.0,30.0,31.0,0.0,0.0,30.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,33.0,33.0,33.0,33.0,30.0,30.0,36.0,30.0,30.0,30.0,30.0,30.0,30.0,50.0,40.0,30.0,20.0,20.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02264023,22.75118065,21.81892014,49.44797897,21.55703926,1.0,44.97521973,42.65784073,37.01042175,29.04466057,23.93232918,9.594820023,40.0,8.0,27.0,24.0,8.0,47.0,5.0,39.0,1.0,0.0,3.0,4.0
