Dealer_Code,Dealer_Name,dealer_district,dealer_taluka,dealer_type,population,taluka_population,CS,Region,dealer_status,market_potential,Apr_2223_sales,May_2223_sales,Jun_2223_sales,Jul_2223_sales,Aug_2223_sales,Sep_2223_sales,Oct_2223_sales,Nov_2223_sales,Dec_2223_sales,Jan_2223_sales,Feb_2223_sales,Mar_2223_sales,Apr_2324_sales,May_2324_sales,Jun_2324_sales,Jul_2324_sales,Aug_2324_sales,Sep_2324_sales,Oct_2324_sales,Nov_2324_sales,Dec_2324_sales,Jan_2324_sales,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2425_sales,Mar_2425_sales,Apr_2223_Target,May_2223_Target,Jun_2223_Target,Jul_2223_Target,Aug_2223_Target,Sep_2223_Target,Oct_2223_Target,Nov_2223_Target,Dec_2223_Target,Jan_2223_Target,Feb_2223_Target,Mar_2223_Target,Apr_2324_Target,May_2324_Target,Jun_2324_Target,Jul_2324_Target,Aug_2324_Target,Sep_2324_Target,Oct_2324_Target,Nov_2324_Target,Dec_2324_Target,Jan_2324_Target,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Feb_2425_Target,Mar_2425_Target,Apr_2223_counter,May_2223_counter,Jun_2223_counter,Jul_2223_counter,Aug_2223_counter,Sep_2223_counter,Oct_2223_counter,Nov_2223_counter,Dec_2223_counter,Jan_2223_counter,Feb_2223_counter,Mar_2223_counter,Apr_2324_counter,May_2324_counter,Jun_2324_counter,Jul_2324_counter,Aug_2324_counter,Sep_2324_counter,Oct_2324_counter,Nov_2324_counter,Dec_2324_counter,Jan_2324_counter,Feb_2324_counter,Mar_2324_counter
SIPT366,New Anusha Iron & Steel Traders,Karimnagar,Karimnagar,Non-Exclusive,1162156.0,363106.0,70.35000000000001,TG,Active,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,10.0,20.0,21.0,23.0,23.0,11.0,22.0,10.0,25.0,15.0,32.8,31.91,20.719999999999995,0.0,20.43,20.28,10.25,20.55,9.929999999999998,0.0,9.81,30.909999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,25.0,25.0,10.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.056396484375,101.0,85.0,91.0,99.0,56.0,66.0,63.0,68.0,110.0,78.0,64.0,67.0
SIPT367,Sri Balaji Hardware And Electricals,Mahabubnagar,Telkapally,Non-Exclusive,905660.0,,86.10000000000001,TG,Active,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,10.0,0.0,10.0,11.0,0.0,0.0,10.0,11.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,10.010000000000002,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,10.0,10.0,12.0,81.0,82.0,91.0,86.0,85.0,83.0,84.0,82.0
SIPT368,Keerthi Steel Traders,Rangareddy,Saroornagar,Non-Exclusive,2426243.0,,12.6,TG,Inactive,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,10.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,82.0,90.0,84.0,22.0,11.0,13.0,12.0,10.0,11.0,12.0,12.0
SIPT369,SRI LAXMI STEEL TRADERS,Medchal - Malkajgiri,Medipally,Non-Exclusive,2460095.0,99768.0,96.6,TG,Active,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,22.0,28.0,20.0,26.0,35.0,46.0,15.0,0.0,30.0,0.0,29.46,0.0,30.22,29.52,15.13,41.92,0.0,0.0,0.0,0.0,14.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,20.0,25.0,25.0,25.0,25.0,35.0,35.0,25.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,25.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,90.0,90.0,92.0,88.0,82.0,86.0,91.0,89.0,90.0,92.0
SIPT370,Sai Ram Steels,Medchal - Malkajgiri,Rampally,Exclusive,2460095.0,71301.0,351.75,TG,Active,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,28.0,58.0,112.0,90.0,64.0,96.0,58.0,64.0,79.0,101.20000000000002,124.3,38.89,35.00000000000001,67.42,73.50999999999999,18.840000000000003,49.76,70.02000000000002,71.01999999999998,69.08,84.66000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,20.0,30.0,30.0,30.0,50.0,150.0,150.0,75.0,120.0,120.0,150.0,90.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,48.0,79.0,129.0,62.0,54.0,60.0,57.0,34.0,335.0
SIPT371,Sai Ram Steel Traders,Hyderabad,Kushaiguda,Non-Exclusive,3943323.0,,78.75,TG,Active,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,31.0,21.0,18.0,15.0,0.0,40.0,0.0,23.0,0.0,12.64,20.34,11.85,15.41,0.0,11.849999999999998,0.0,0.0,0.0,0.0,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,25.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,56.0,58.0,72.0,72.0,65.0,67.0,66.0,64.0,72.0,75.0
SIPT372,SSV ENGINEERING SOLUTIONS,Rangareddy,Abdullapurmet,Non-Exclusive,2426243.0,,61.95,TG,Active,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,25.0,20.0,0.0,10.0,20.0,4.0,0.0,3.0,0.0,0.0,0.0,5.19,0.0,11.6,9.89,0.0,9.76,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,15.0,15.0,15.0,0.0,0.0,10.0,10.0,10.0,10.0,15.0,15.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,16.0,34.0,70.0,42.0,49.0,42.0,47.0,41.0,51.0,59.0
SIPT373,RUDRA STEEL AGENCY,Rangareddy,Peddamberpet,Exclusive,2426243.0,105605.0,94.5,TG,Active,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,21.0,44.0,25.0,65.0,75.0,126.0,13.0,81.0,40.0,45.47,60.89,40.33,59.5,15.900000000000002,49.12,29.81,75.54,69.33999999999999,59.98,52.28,92.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,20.0,25.0,25.0,25.0,40.0,130.0,130.0,55.0,60.0,60.0,80.0,80.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,83.0,112.0,119.0,91.0,121.0,134.0,107.0,116.0,128.0,90.0
SIPT374,C.Bhaskar Cement Traders (M Nagar),Mahabubnagar,Mahabubnagar,Non-Exclusive,905660.0,258955.0,623.7,TG,Active,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,183.0,131.0,131.0,59.0,77.0,64.0,101.0,150.0,20.0,25.0,76.0,98.81,102.42999999999998,100.14,88.62000000000003,102.75,104.71,108.13,112.02,110.47,123.54,125.03000000000009,130.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,130.0,130.0,130.0,130.0,130.0,170.0,125.0,110.0,100.0,75.0,100.0,100.0,90.0,120.0,120.0,80.0,110.0,110.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,614.0,627.0,584.0,612.0,541.0,544.0,623.0,609.0,594.0
SIPT375,C.Bhaskar Cement Traders (Bhuthpur),Mahabubnagar,Bhuthpur,Exclusive,905660.0,48041.0,364.35,TG,Active,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,138.0,190.0,116.0,151.0,112.0,116.0,113.0,138.0,59.0,93.0,74.0,105.82,100.59,100.87,95.02,107.78000000000002,105.76999999999998,83.50999999999999,118.27999999999994,105.10999999999996,70.27000000000001,117.94999999999999,151.52000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,115.0,115.0,115.0,115.0,115.0,150.0,120.0,110.0,100.0,75.0,100.0,100.0,90.0,120.0,120.0,80.0,80.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,415.0,416.0,303.0,306.0,302.0,312.0,396.0,380.0,347.0
SIPT376,Vinayaka Traders (J),Warangal,Jangaon,Non-Exclusive,737148.0,,105.0,TG,Active,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,0.0,11.0,0.0,22.0,11.0,28.0,25.0,27.0,20.0,20.46,15.54,23.07,24.380000000000003,14.25,24.61,36.93,32.53,34.65,25.91,19.06,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,20.0,22.0,25.0,25.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,25.0,100.0,117.0,112.0,100.0,100.0,100.0,100.0,100.0
SIPT377,Pragathi Steel Mart,Rangareddy,Shameerpet,Non-Exclusive,2426243.0,,787.5,TG,Inactive,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,751.0,752.0,750.0,750.0,750.0,750.0,750.0,754.0,750.0
SIPT378,Sri Lakshmi Agencies,Khammam,Ashwaraopeta,Non-Exclusive,1401639.0,,320.25,TG,Active,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9.0,0.0,21.0,0.0,0.0,8.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,11.54,0.0,9.62,10.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,301.0,333.0,302.0,300.0,300.0,303.0,303.0,310.0,305.0
SIPT379,Sri Sai Traders,Karimnagar,Manthani,Non-Exclusive,1162156.0,54669.0,210.0,TG,Active,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,21.0,11.0,10.0,11.0,32.0,10.0,12.0,30.0,33.32,21.58,22.98,15.69,15.189999999999998,15.340000000000002,20.55,20.130000000000003,15.400000000000002,19.97,25.69,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,15.0,20.0,20.0,30.0,15.0,15.0,15.0,20.0,20.0,22.0,20.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,157.0,182.0,184.0,223.0,212.0,213.0,214.0,234.0,204.0,200.0,200.0
SIPT380,Harinath Traders (New),Rangareddy,Ibrahimpatnam,Non-Exclusive,2426243.0,75305.0,85.05,TG,Active,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,8.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,82.0,81.0,81.0
SIPT381,Venkateshwara Steel Traders,Hyderabad,Kondapur,Non-Exclusive,3943323.0,,159.6,TG,Active,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.0,12.0,11.0,47.0,0.0,30.0,0.0,14.0,13.0,12.58,26.97,15.23,25.06,14.37,16.64,12.93,0.0,14.95,14.829999999999998,13.43,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,81.0,106.0,105.0,175.0,154.0,208.0,180.0,187.0,151.0,156.0,152.0
SIPT382,Bharat Traders,Nalgonda,Haliya,Non-Exclusive,1618416.0,42070.0,29.4,TG,Active,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20.0,0.0,13.0,5.0,0.0,21.0,0.0,12.0,0.0,15.02,0.0,15.44,0.0,0.0,7.04,12.51,11.95,10.69,0.0,22.330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,10.0,10.0,15.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,28.0,17.0,20.0,40.0,16.0,28.0
SIPT383,Disha Trading Company,Medchal - Malkajgiri,Medipally,Non-Exclusive,2460095.0,99768.0,109.2,TG,Active,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,31.0,0.0,33.0,0.0,10.0,13.0,0.0,0.0,15.12,26.49,0.0,0.0,26.36,9.859999999999992,0.0,26.77,54.38999999999999,24.35,0.0,40.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,30.0,30.0,50.0,50.0,15.0,15.0,15.0,20.0,20.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,108.0,100.0,114.0,119.0,107.0,104.0
SIPT384,,Yadadri Bhuvanagiri,Choutuppal,Non-Exclusive,770833.0,73336.0,315.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,10.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
SIPT385,Jai Hanuman Traders,Mahabubnagar,Rajapur,Non-Exclusive,905660.0,26362.0,91.35,TG,Active,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10.0,6.0,13.0,10.0,12.0,32.0,11.0,0.0,0.0,0.0,10.01,11.66,0.0,9.66,9.87,0.0,10.510000000000002,12.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,10.0,15.0,15.0,25.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,83.0,80.0,82.0,80.0,83.0,87.0,87.0
SIPT386,Sri Raghavendra Agencies,Vikarabad,Kodangal,Non-Exclusive,946109.0,53673.0,31.5,TG,Active,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,16.02,0.0,0.0,10.41,0.0,0.0,0.0,3.22,0.0,13.09,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10.0,10.0,15.0,20.0,0.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,31.0,30.0,33.0,34.0,30.0
SIPT387,Sri Sadhana Steels,Hyderabad,Neredmet,Non-Exclusive,3943323.0,,86.10000000000001,TG,Active,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,14.0,10.0,8.0,5.0,14.0,0.0,8.229999999999999,8.760000000000002,0.0,6.55,0.0,6.3,7.899999999999999,6.8100000000000005,9.789999999999996,0.0,7.869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,51.0,55.0,52.0,81.0,88.0,83.0,93.0,96.0,81.0,83.0,82.0
SIPT388,Om Steels,Kamareddy,Kamareddy,Non-Exclusive,972625.0,126445.0,28.35,TG,Active,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,0.0,10.0,26.0,0.0,10.0,12.0,12.1,10.55,7.92,0.0,0.0,10.36,0.0,11.27,0.0,0.0,9.850000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,27.0,25.0,25.0,27.0,27.0
SIPT389,Sri Guru Raghavendra Traders,Wanaparthy,Wanaparthy,Non-Exclusive,577758.0,108521.0,157.5,TG,Active,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25.0,30.0,61.0,37.0,38.0,30.0,24.0,50.68000000000001,30.770000000000003,81.46,44.25999999999999,29.480000000000004,31.28,43.43,43.370000000000005,65.28,64.3,63.95999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10.0,25.0,30.0,30.0,35.0,30.0,30.0,0.0,40.0,30.0,30.0,35.0,35.0,44.0,45.0,45.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,137.0,179.0,134.0,148.0,154.0,150.0
SIPT390,Sri Rajarajeshwara Agencies,Jagitial,Medipalli,Non-Exclusive,988913.0,29847.0,31.5,TG,Active,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,10.0,10.0,11.0,10.0,10.0,0.0,9.82,10.35,9.67,0.0,10.3,10.21,19.6,10.29,9.96,9.370000000000001,10.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,35.0,36.0,32.0,30.0
SIPT391,Sri Vigneshwara Traders (M),Nalgonda,Miryalaguda,Non-Exclusive,1618416.0,175838.0,111.3,TG,Active,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,1.0,0.0,23.0,0.0,0.0,0.0,12.66,10.71,9.97,0.0,0.0,10.44,9.61,9.76,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,20.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,121.0,110.0,142.0,50.0,35.0,44.0,30.0,25.0,26.0,55.0,106.0
SIPT392,RK Infra,Nalgonda,Suryapet,Non-Exclusive,1618416.0,,12.6,TG,Active,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10.0,0.0,0.0,10.0,11.0,10.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.0,16.0,12.0,12.0
SIPT393,Ayyappa Traders T,Medak,Toopran,Non-Exclusive,766153.0,38637.0,66.15,TG,Active,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.0,12.0,17.0,0.0,24.0,23.0,15.25,15.32,0.0,5.3100000000000005,9.920000000000002,10.15,15.35,9.839999999999998,0.0,0.0,9.31,11.079999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,37.0,39.0,33.0,42.0,63.0
SIPT394,Gayathri Enterprises Dharmapuri,Jagitial,Dharmapuri,Non-Exclusive,988913.0,57300.0,18.9,TG,Active,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,16.0,6.0,11.0,0.0,10.0,11.19,9.35,12.57,0.0,9.9,0.0,10.11,10.01,24.09,9.28,0.0,19.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,13.0,15.0,18.0
